run_id,exit_code,elapsed_ms,robot_msgs,robot_ok,robot_nok,robot_latency_ms_p50,robot_latency_ms_p95,capture_total,capture_dropped,capture_drop_rate,capture_latency_avg_ms_mean,timeouts_detected,worker_restarts,python_restarts,geometry_restarts,all_restarts
1,0,8532.2,1,0,1,8.0,8.0,1,0,0.0,5.363,0,0,0,0,0
2,0,9996.4,2,1,1,3.0,4.8,2,0,0.0,7.614,0,0,0,0,0
3,0,9296.67,3,0,3,2.0,11.0,3,0,0.0,4.985,0,0,0,0,0
