run_id,exit_code,elapsed_ms,robot_msgs,robot_ok,robot_nok,robot_latency_ms_p50,robot_latency_ms_p95,capture_total,capture_dropped,capture_drop_rate,capture_latency_avg_ms_mean,timeouts_detected,worker_restarts,python_restarts,geometry_restarts,all_restarts
1,0,10788.89,3,1,2,4.0,24.7,3,0,0.0,6.029,0,0,0,0,0
2,0,11691.36,2,1,1,4.5,6.75,2,0,0.0,4.95,0,0,0,0,0
3,0,9212.04,2,0,2,11.5,18.25,2,0,0.0,4.626,0,0,0,0,0
